"Prediction","Actual","Difference","Seed"
0.078,1.14348479955787,1.14348479955787,20
0.156,-0.380941180544392,-1.52442598010226,20
0.234,1.87020012903935,2.25114130958374,20
0.312,-0.909188876288465,-2.77938900532781,20
0.39,-0.0192337848693698,0.889955091419095,20
0.468,0.989987050544428,1.0092208354138,20
0.546,-2.1021372218491,-3.09212427239353,20
0.624,-0.172368409824455,1.92976881202464,20
0.702,0.278895661161669,0.451264070986123,20
0.78,0.270902309950046,-0.00799335121162209,20
0.858,0.839547948900803,0.568645638950757,20
0.936,0.798189729801712,-0.0413582190990914,20
1.014,0.438384640944591,-0.359805088857121,20
1.092,2.30459958871124,1.86621494776665,20
1.17,-0.224165662358987,-2.52876525107023,20
1.248,0.847141100979728,1.07130676333872,20
1.326,2.21543729389357,1.36829619291384,20
1.404,1.42986323135086,-0.785574062542708,20
1.482,1.40338920231861,-0.0264740290322523,20
1.56,1.9166760807282,0.513286878409589,20
1.638,1.85490030377211,-0.0617757769560949,20
1.716,1.58363497625755,-0.271265327514553,20
1.794,2.45585129781875,0.8722163215612,20
1.872,2.2109826441307,-0.244868653688053,20
1.95,1.7281704294089,-0.482812214721803,20
2.028,0.679001174999422,-1.04916925440947,20
2.106,1.55967939226032,0.880678217260894,20
2.184,1.13316399975127,-0.426515392509042,20
2.262,-0.00575682725513271,-1.13892082700641,20
2.34,1.77778073874483,1.78353756599996,20
2.418,2.21977212853548,0.441991389790653,20
2.496,3.95320958224122,1.73343745370573,20
2.574,4.00004969780744,0.046840115566225,20
2.652,3.66778439878833,-0.332265299019108,20
2.73,1.72439593334759,-1.94338846544074,20
2.808,1.10294092151161,-0.621455011835979,20
2.886,2.04879634371365,0.945855422202032,20
2.964,4.105439350945,2.05664300723136,20
3.042,3.12251006390575,-0.982929287039254,20
3.12,3.50807880862404,0.385568744718295,20
3.198,2.44794216361647,-1.06013664500757,20
3.276,1.86239083410559,-0.585551329510883,20
3.354,3.86341039834845,2.00101956424286,20
3.432,3.09382185142779,-0.769588546920658,20
3.51,2.5502192001749,-0.543602651252892,20
3.588,3.60466007524923,1.05444087507433,20
3.666,4.47415254627495,0.86949247102572,20
3.744,4.55213787424062,0.0779853279656777,20
3.822,4.7624492548516,0.210311380610976,20
3.9,3.55056826804716,-1.21188098680444,20
3.978,4.98552245131673,1.43495418326957,20
4.056,4.02766754098514,-0.957854910331585,20
4.134,4.30842704444327,0.28075950345813,20
4.212,5.43558326867229,1.12715622422901,20
4.29,4.95947815937746,-0.476105109294829,20
4.368,4.4195034185612,-0.539974740816257,20
4.446,5.66417567904363,1.24467226048243,20
4.524,4.14999888459046,-1.51417679445317,20
4.602,3.8521491874208,-0.297849697169665,20
4.68,5.00893781191879,1.15678862449799,20
4.758,4.811807397427,-0.197130414491788,20
4.836,4.77236831053283,-0.0394390868941681,20
4.914,4.56135437224567,-0.211013938287168,20
4.992,4.19076998359973,-0.370584388645933,20
5.07,6.16631742462206,1.97554744102233,20
5.148,3.62567673515622,-2.54064068946584,20
5.226,6.29380034853307,2.66812361337685,20
5.304,4.32376176368181,-1.97003858485125,20
5.382,6.21490087617391,1.89113911249209,20
5.46,4.25263619939647,-1.96226467677743,20
5.538,6.1386360116723,1.88599981227583,20
5.616,5.01083526056087,-1.12780075111144,20
5.694,6.60268461635581,1.59184935579494,20
5.772,5.1458939516288,-1.45679066472701,20
5.85,6.877578743237,1.7316847916082,20
5.928,6.28406840189673,-0.593510341340268,20
6.006,5.86783731288105,-0.416231089015679,20
6.084,5.65697899030385,-0.2108583225772,20
6.162,4.9152234686391,-0.74175552166475,20
6.24,6.21288760939185,1.29766414075275,20
6.318,6.09736091194735,-0.115526697444502,20
6.396,8.15722869170838,2.05986777976103,20
6.474,6.56301521250605,-1.59421347920232,20
6.552,6.63650983466148,0.0734946221554278,20
6.63,6.80277787817373,0.166268043512252,20
6.708,6.12354260283639,-0.679235275337341,20
6.786,6.75314733652116,0.629604733684768,20
6.864,6.9668165729905,0.21366923646934,20
6.942,8.05170615197323,1.08488957898274,20
7.02,8.3399869169532,0.288280764979971,20
7.098,9.12181752520375,0.781830608250544,20
7.176,5.37250117279818,-3.74931635240557,20
7.254,7.76576694893758,2.3932657761394,20
7.332,7.1335881082971,-0.632178840640484,20
7.41,7.34788817176855,0.214300063471448,20
7.488,7.7320626761565,0.384174504387951,20
7.566,8.74432862174938,1.01226594559288,20
7.644,8.65301290659613,-0.0913157151532467,20
7.722,7.17627066090935,-1.47674224568678,20
7.8,7.94218705441267,0.765916393503319,20
