"Prediction","Actual","Difference","Seed"
0.078,-0.743932490527133,-0.743932490527133,2
0.156,0.325395792810275,1.06932828333741,2
0.234,1.68910146151977,1.36370566870949,2
0.312,-0.723876267879296,-2.41297772939906,2
0.39,0.316457290296673,1.04033355817597,2
0.468,0.589349948606835,0.272892658310162,2
0.546,1.19476971390462,0.605419765297781,2
0.624,0.404340730648926,-0.790428983255691,2
0.702,2.52057191554874,2.11623118489982,2
0.78,0.652815582093539,-1.8677563334552,2
0.858,1.2407351480263,0.587919565932759,2
0.936,1.8356782452677,0.594943097241402,2
1.014,0.654133976216306,-1.18154426905139,2
1.092,0.139247349524016,-0.51488662669229,2
1.17,2.80323461922678,2.66398726970276,2
1.248,-0.869863709132175,-3.67309832835895,2
1.326,2.13115323795625,3.00101694708842,2
1.404,1.43681327638915,-0.694339961567094,2
1.482,2.41015621346526,0.973342937076106,2
1.56,1.9561277876201,-0.454028425845154,2
1.638,3.55402671969032,1.59789893207021,2
1.716,0.616387978878356,-2.93763874081196,2
1.794,3.25074444674582,2.63435646786746,2
1.872,3.66324276493339,0.412498318187569,2
1.95,1.95452497868531,-1.70871778624808,2
2.028,-0.21874373382219,-2.1732687125075,2
2.106,2.54334026411512,2.76208399793731,2
2.184,1.63731409426618,-0.906026169848936,2
2.262,2.9879750769026,1.35066098263642,2
2.34,2.60542308120652,-0.382551995696077,2
2.418,3.09516333648761,0.48974025528109,2
2.496,2.78829531156589,-0.306868024921726,2
2.574,3.56019701383332,0.771901702267435,2
2.652,2.39159786494457,-1.16859914888875,2
2.73,2.01825477892495,-0.373343086019621,2
2.808,2.26213671899886,0.243881940073906,2
2.886,1.30431213039058,-0.95782458860828,2
2.964,2.13687158274456,0.832559452353981,2
3.042,2.52967566118521,0.392804078440657,2
3.12,2.89409588329557,0.364420222110354,2
3.198,2.84648158026542,-0.0476143030301417,2
3.276,1.48067785027684,-1.36580372998858,2
3.354,2.58266148289173,1.10198363261489,2
3.432,5.17641089907738,2.59374941618565,2
3.51,4.08045343756264,-1.09595746151474,2
3.588,5.4124794871658,1.33202604960316,2
3.666,3.38605471455529,-2.02642477261051,2
3.744,3.66075034286202,0.274695628306733,2
3.822,3.65323444579842,-0.00751589706360001,2
3.9,2.80144921987229,-0.851785225926137,2
3.978,3.20979365793749,0.4083444380652,2
4.056,5.94955856239211,2.73976490445462,2
4.134,3.61875680031694,-2.33080176207517,2
4.212,5.38106569506018,1.76230889474324,2
4.29,3.3300044446218,-2.05106125043838,2
4.368,2.56646917953767,-0.763535265084128,2
4.446,4.15002928967836,1.58356011014069,2
4.524,5.38162441956743,1.23159512988907,2
4.602,5.64599019122551,0.264365771658082,2
4.68,6.21187143837754,0.565881247152027,2
4.758,3.11925484172069,-3.09261659665685,2
4.836,6.69743064418731,3.57817580246662,2
4.914,4.2696385332444,-2.42779211094291,2
4.992,5.1369421884101,0.867303655165693,2
5.07,5.53391356841133,0.396971380001236,2
5.148,4.39655648521332,-1.13735708319802,2
5.226,3.39425661381488,-1.00229987139844,2
5.304,4.86477626919372,1.47051965537884,2
5.382,5.4591424643209,0.594366195127185,2
5.46,4.63937606998814,-0.819766394332759,2
5.538,4.69374298012871,0.0543669101405664,2
5.616,5.91882392497561,1.2250809448469,2
5.694,5.56418203469098,-0.354641890284639,2
5.772,6.17049448864107,0.606312453950098,2
5.85,5.80076858551785,-0.369725903123221,2
5.928,5.09672405180613,-0.704044533711726,2
6.006,7.20053860979177,2.10381455798564,2
6.084,6.79126815030473,-0.409270459487038,2
6.162,7.12653445553992,0.335266305235197,2
6.24,4.94784086461578,-2.17869359092415,2
6.318,7.23072027807233,2.28287941345655,2
6.396,4.84200104254346,-2.38871923552887,2
6.474,5.98521776856975,1.14321672602629,2
6.552,5.29445227497248,-0.690765493597268,2
6.63,4.60666231470343,-0.687789960269055,2
6.708,8.37779307618576,3.77113076148233,2
6.786,6.18723027832567,-2.19056279786009,2
6.864,6.60311813058302,0.415887852257345,2
6.942,6.58739938321979,-0.0157187473632305,2
7.02,7.37436727476566,0.786967891545875,2
7.098,8.56459817635082,1.19023090158516,2
7.176,8.71661040146471,0.152012225113891,2
7.254,6.16934310582854,-2.54726729563617,2
7.332,6.08710977283468,-0.082233332993856,2
7.41,6.02378848371767,-0.0633212891170114,2
7.488,6.33965467021807,0.315866186500394,2
7.566,9.36155482549623,3.02190015527817,2
7.644,7.65100667722247,-1.71054814827376,2
7.722,6.94982743292886,-0.701179244293607,2
7.8,7.24909687963839,0.299269446709527,2
