"speciesid","active","dead","hunger","maturity","x_loc","y_loc","emergence","interactions","midpoint","scale","skew","midpoint.sensitivity","scale.sensitivity","skew.sensitivity","generalism","lifespan","efficacy","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","season","run","type"
1,0,0,0,0,0,0,0,3,94.230113402009,0.456722855055705,1.74390451330692,-8.10245929654486,-0.00236076115397736,-0.00319206469226629,0,41,0.0819204569165595,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,20,"control"
2,0,0,0,0,0,0,0,7,119.066303288564,0.359982661879621,1.86225522356108,-3.97565653122101,-0.00439345752587542,-0.00596319041447714,0,36,0.0214274983038194,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,-1,20,"control"
3,0,0,0,0,0,0,0,2,106.532059446909,-0.572437925753184,1.25450762710534,-2.96065403751325,-0.00392967973719351,0.0339513345831074,0,42,0.0736673913919367,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-1,20,"control"
4,0,0,0,0,0,0,0,2,147.172693032771,0.595225613890216,1.11570050008595,4.57233914614632,-0.00146124761435203,-0.00833049400476739,0,36,0.0577058353577741,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,20,"control"
5,0,0,0,0,0,0,0,13,97.5451674917713,-0.402477841568179,1.839298956329,6.14554399632384,0.00958496742066927,-0.00667042233049869,1,40,0.0907666073436849,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,-1,20,"control"
6,0,0,0,0,0,0,0,4,120.635015373118,-0.548823931859806,1.8984806467779,11.4112169013497,0.000216795643791556,-0.00407565500587225,0,24,0.0134195083542727,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,-1,20,"control"
7,0,0,0,0,0,0,0,3,90.4001157917082,-0.361981560545973,1.24723279802129,-17.222655765709,0.00202317696646787,0.0376227458682843,0,35,0.0575482365931384,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,-1,20,"control"
8,0,0,0,0,0,0,0,14,117.623677351512,-0.318585919425823,1.87704506912269,0.0988874045352,0.00221173437777907,0.0332523156167008,1,34,0.0627226252690889,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,-1,20,"control"
9,0,0,0,0,0,0,0,2,106.186203542165,-0.4920546408277,1.8689244214911,-5.21427947830107,0.000307070700218901,-0.00671410631854087,0,35,0.0952149723726325,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-1,20,"control"
10,0,0,0,0,0,0,0,15,91.3351682620123,-0.430065677803941,1.00303406291641,-4.19455748445532,-0.00184287641663104,0.0397009062673897,1,29,0.082301271148026,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,-1,20,"control"
