"speciesid","active","dead","pollinated","maturity","x_loc","y_loc","emergence","interactions","midpoint","scale","skew","midpoint.sensitivity","scale.sensitivity","skew.sensitivity","generalism","lifespan","seedlings","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","season","run","type"
13,0,0,0,0,22,7,103,4,106.365472488105,0.511946716136299,1.55078267445788,-7.64367669004377,-0.00259465041919611,0.0294234957522713,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,15,"control"
17,0,0,0,0,23,18,106,4,101.482168254443,-0.420502264844254,1.03597841504961,1.08835365051091,-0.00109370599035174,0.00228136416757479,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,15,"control"
4,0,0,0,0,11,29,106,3,109.481902895495,0.32068617423065,1.44070832105353,-0.589687436152992,-0.00233689831220545,0.0186382730468176,0,41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,15,"control"
8,0,0,0,0,21,35,108,3,102.980764978565,-0.349112180806696,1.56181338778697,-7.70825508342696,0.00867828495102003,0.00125314916716889,0,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,15,"control"
2,0,0,0,0,8,4,112,4,116.244661733508,-0.423616613983177,1.21143148676492,-3.05536130416217,-0.0027765279286541,0.0319439023127779,0,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,"control"
11,0,0,0,0,13,39,143,2,148.715427028947,0.478515330073424,1.62467203242704,-3.82737682434937,0.00796961231157184,0.00764316892949864,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,15,"control"
16,0,0,0,0,4,36,122,16,119.458625754341,-0.431154598714784,1.16853748029098,-4.62379164917189,0.00464299836894497,0.00726967624854296,1,30,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,4,15,"control"
15,0,0,0,0,23,20,94,9,98.4308258397505,0.314724488882348,1.62131577800028,-2.12563145139502,-0.00349593924591318,0.0101372312381864,1,27,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,15,"control"
19,0,0,0,0,1,17,141,5,146.050010346808,0.491786847123876,1.56489224452525,-3.95656069512523,-0.00354961419478059,0.0281190304062329,0,35,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,15,"control"
3,0,0,0,0,24,1,90,15,100.004278435372,0.573339020297863,1.18048775801435,-9.34152945976229,0.00361155461985618,0.0126582962204702,1,30,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,4,15,"control"
20,0,0,0,0,13,28,108,5,112.20778088551,-0.40165565838106,1.97082963236608,-2.72544442919764,0.000246223632711917,0.0363822591118515,0,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,15,"control"
13,0,0,0,0,13,10,106,4,106.365472488105,0.511946716136299,1.55078267445788,-7.64367669004377,-0.00259465041919611,0.0294234957522713,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,15,"control"
7,0,0,0,0,21,4,96,2,91.8388086743653,0.556717017944902,1.49074752652086,-1.97091526243818,0.00259532200987451,0.00561889811418951,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,15,"control"
4,0,0,0,0,33,2,108,3,109.481902895495,0.32068617423065,1.44070832105353,-0.589687436152992,-0.00233689831220545,0.0186382730468176,0,41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,15,"control"
17,0,0,0,0,14,30,92,4,101.482168254443,-0.420502264844254,1.03597841504961,1.08835365051091,-0.00109370599035174,0.00228136416757479,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,15,"control"
2,0,0,0,0,25,40,113,4,116.244661733508,-0.423616613983177,1.21143148676492,-3.05536130416217,-0.0027765279286541,0.0319439023127779,0,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,"control"
9,0,0,0,0,31,23,126,3,129.42103067413,0.392476446577348,1.11726160650142,-8.8628087959887,-0.000132284824503586,0.0175903845438734,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,15,"control"
16,0,0,0,0,9,4,117,16,119.458625754341,-0.431154598714784,1.16853748029098,-4.62379164917189,0.00464299836894497,0.00726967624854296,1,30,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,5,15,"control"
15,0,0,0,0,24,7,90,9,98.4308258397505,0.314724488882348,1.62131577800028,-2.12563145139502,-0.00349593924591318,0.0101372312381864,1,27,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,15,"control"
19,0,0,0,0,9,28,147,5,146.050010346808,0.491786847123876,1.56489224452525,-3.95656069512523,-0.00354961419478059,0.0281190304062329,0,35,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,15,"control"
3,0,0,0,0,30,35,105,15,100.004278435372,0.573339020297863,1.18048775801435,-9.34152945976229,0.00361155461985618,0.0126582962204702,1,30,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,5,15,"control"
13,0,0,0,0,37,33,104,4,106.365472488105,0.511946716136299,1.55078267445788,-7.64367669004377,-0.00259465041919611,0.0294234957522713,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,15,"control"
4,0,0,0,0,12,11,82,3,109.481902895495,0.32068617423065,1.44070832105353,-0.589687436152992,-0.00233689831220545,0.0186382730468176,0,41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,15,"control"
20,0,0,0,0,9,25,120,5,112.20778088551,-0.40165565838106,1.97082963236608,-2.72544442919764,0.000246223632711917,0.0363822591118515,0,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,15,"control"
2,0,0,0,0,31,10,114,4,116.244661733508,-0.423616613983177,1.21143148676492,-3.05536130416217,-0.0027765279286541,0.0319439023127779,0,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,"control"
9,0,0,0,0,26,26,136,3,129.42103067413,0.392476446577348,1.11726160650142,-8.8628087959887,-0.000132284824503586,0.0175903845438734,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,15,"control"
16,0,0,0,0,2,6,118,16,119.458625754341,-0.431154598714784,1.16853748029098,-4.62379164917189,0.00464299836894497,0.00726967624854296,1,30,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,6,15,"control"
15,0,0,0,0,37,37,99,9,98.4308258397505,0.314724488882348,1.62131577800028,-2.12563145139502,-0.00349593924591318,0.0101372312381864,1,27,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,15,"control"
19,0,0,0,0,29,15,142,5,146.050010346808,0.491786847123876,1.56489224452525,-3.95656069512523,-0.00354961419478059,0.0281190304062329,0,35,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,15,"control"
3,0,0,0,0,1,28,100,15,100.004278435372,0.573339020297863,1.18048775801435,-9.34152945976229,0.00361155461985618,0.0126582962204702,1,30,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,6,15,"control"
13,0,0,0,0,26,17,111,4,106.365472488105,0.511946716136299,1.55078267445788,-7.64367669004377,-0.00259465041919611,0.0294234957522713,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,15,"control"
20,0,0,0,0,12,26,122,5,112.20778088551,-0.40165565838106,1.97082963236608,-2.72544442919764,0.000246223632711917,0.0363822591118515,0,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,15,"control"
2,0,0,0,0,33,36,119,4,116.244661733508,-0.423616613983177,1.21143148676492,-3.05536130416217,-0.0027765279286541,0.0319439023127779,0,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,"control"
15,0,0,0,0,15,5,91,9,98.4308258397505,0.314724488882348,1.62131577800028,-2.12563145139502,-0.00349593924591318,0.0101372312381864,1,27,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,15,"control"
19,0,0,0,0,9,1,138,5,146.050010346808,0.491786847123876,1.56489224452525,-3.95656069512523,-0.00354961419478059,0.0281190304062329,0,35,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,15,"control"
3,0,0,0,0,24,23,96,15,100.004278435372,0.573339020297863,1.18048775801435,-9.34152945976229,0.00361155461985618,0.0126582962204702,1,30,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,7,15,"control"
16,0,0,0,0,39,38,114,16,119.458625754341,-0.431154598714784,1.16853748029098,-4.62379164917189,0.00464299836894497,0.00726967624854296,1,30,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,7,15,"control"
13,0,0,0,0,12,30,101,4,106.365472488105,0.511946716136299,1.55078267445788,-7.64367669004377,-0.00259465041919611,0.0294234957522713,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7,15,"control"
20,0,0,0,0,4,15,114,5,112.20778088551,-0.40165565838106,1.97082963236608,-2.72544442919764,0.000246223632711917,0.0363822591118515,0,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,15,"control"
15,0,0,0,0,13,34,97,9,98.4308258397505,0.314724488882348,1.62131577800028,-2.12563145139502,-0.00349593924591318,0.0101372312381864,1,27,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,15,"control"
19,0,0,0,0,6,18,137,5,146.050010346808,0.491786847123876,1.56489224452525,-3.95656069512523,-0.00354961419478059,0.0281190304062329,0,35,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,15,"control"
3,0,0,0,0,15,33,105,15,100.004278435372,0.573339020297863,1.18048775801435,-9.34152945976229,0.00361155461985618,0.0126582962204702,1,30,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,8,15,"control"
16,0,0,0,0,2,29,122,16,119.458625754341,-0.431154598714784,1.16853748029098,-4.62379164917189,0.00464299836894497,0.00726967624854296,1,30,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,8,15,"control"
15,0,0,0,0,25,14,87,9,98.4308258397505,0.314724488882348,1.62131577800028,-2.12563145139502,-0.00349593924591318,0.0101372312381864,1,27,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9,15,"control"
19,0,0,0,0,30,31,135,5,146.050010346808,0.491786847123876,1.56489224452525,-3.95656069512523,-0.00354961419478059,0.0281190304062329,0,35,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9,15,"control"
3,0,0,0,0,15,25,100,15,100.004278435372,0.573339020297863,1.18048775801435,-9.34152945976229,0.00361155461985618,0.0126582962204702,1,30,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,9,15,"control"
16,0,0,0,0,25,8,120,16,119.458625754341,-0.431154598714784,1.16853748029098,-4.62379164917189,0.00464299836894497,0.00726967624854296,1,30,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,9,15,"control"
15,0,0,0,0,13,31,109,9,98.4308258397505,0.314724488882348,1.62131577800028,-2.12563145139502,-0.00349593924591318,0.0101372312381864,1,27,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10,15,"control"
19,0,0,0,0,28,21,142,5,146.050010346808,0.491786847123876,1.56489224452525,-3.95656069512523,-0.00354961419478059,0.0281190304062329,0,35,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,15,"control"
3,0,0,0,0,25,8,94,15,100.004278435372,0.573339020297863,1.18048775801435,-9.34152945976229,0.00361155461985618,0.0126582962204702,1,30,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,10,15,"control"
16,0,0,0,0,3,4,123,16,119.458625754341,-0.431154598714784,1.16853748029098,-4.62379164917189,0.00464299836894497,0.00726967624854296,1,30,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,10,15,"control"
15,0,0,0,0,34,25,94,9,98.4308258397505,0.314724488882348,1.62131577800028,-2.12563145139502,-0.00349593924591318,0.0101372312381864,1,27,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11,15,"control"
19,0,0,0,0,18,25,143,5,146.050010346808,0.491786847123876,1.56489224452525,-3.95656069512523,-0.00354961419478059,0.0281190304062329,0,35,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11,15,"control"
3,0,0,0,0,31,15,101,15,100.004278435372,0.573339020297863,1.18048775801435,-9.34152945976229,0.00361155461985618,0.0126582962204702,1,30,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,11,15,"control"
16,0,0,0,0,13,2,118,16,119.458625754341,-0.431154598714784,1.16853748029098,-4.62379164917189,0.00464299836894497,0.00726967624854296,1,30,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,11,15,"control"
15,0,0,0,0,30,16,82,9,98.4308258397505,0.314724488882348,1.62131577800028,-2.12563145139502,-0.00349593924591318,0.0101372312381864,1,27,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12,15,"control"
19,0,0,0,0,13,16,156,5,146.050010346808,0.491786847123876,1.56489224452525,-3.95656069512523,-0.00354961419478059,0.0281190304062329,0,35,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,12,15,"control"
3,0,0,0,0,29,10,107,15,100.004278435372,0.573339020297863,1.18048775801435,-9.34152945976229,0.00361155461985618,0.0126582962204702,1,30,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,12,15,"control"
16,0,0,0,0,14,13,116,16,119.458625754341,-0.431154598714784,1.16853748029098,-4.62379164917189,0.00464299836894497,0.00726967624854296,1,30,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,12,15,"control"
15,0,0,0,0,10,5,98,9,98.4308258397505,0.314724488882348,1.62131577800028,-2.12563145139502,-0.00349593924591318,0.0101372312381864,1,27,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13,15,"control"
19,0,0,0,0,3,38,150,5,146.050010346808,0.491786847123876,1.56489224452525,-3.95656069512523,-0.00354961419478059,0.0281190304062329,0,35,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,13,15,"control"
3,0,0,0,0,12,36,99,15,100.004278435372,0.573339020297863,1.18048775801435,-9.34152945976229,0.00361155461985618,0.0126582962204702,1,30,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,13,15,"control"
15,0,0,0,0,9,40,93,9,98.4308258397505,0.314724488882348,1.62131577800028,-2.12563145139502,-0.00349593924591318,0.0101372312381864,1,27,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14,15,"control"
19,0,0,0,0,5,4,151,5,146.050010346808,0.491786847123876,1.56489224452525,-3.95656069512523,-0.00354961419478059,0.0281190304062329,0,35,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,14,15,"control"
3,0,0,0,0,34,11,100,15,100.004278435372,0.573339020297863,1.18048775801435,-9.34152945976229,0.00361155461985618,0.0126582962204702,1,30,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,14,15,"control"
15,0,0,0,0,26,24,86,9,98.4308258397505,0.314724488882348,1.62131577800028,-2.12563145139502,-0.00349593924591318,0.0101372312381864,1,27,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,15,"control"
19,0,0,0,0,23,39,146,5,146.050010346808,0.491786847123876,1.56489224452525,-3.95656069512523,-0.00354961419478059,0.0281190304062329,0,35,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15,15,"control"
15,0,0,0,0,31,3,107,9,98.4308258397505,0.314724488882348,1.62131577800028,-2.12563145139502,-0.00349593924591318,0.0101372312381864,1,27,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,15,"control"
19,0,0,0,0,39,3,145,5,146.050010346808,0.491786847123876,1.56489224452525,-3.95656069512523,-0.00354961419478059,0.0281190304062329,0,35,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,16,15,"control"
15,0,0,0,0,16,31,94,9,98.4308258397505,0.314724488882348,1.62131577800028,-2.12563145139502,-0.00349593924591318,0.0101372312381864,1,27,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17,15,"control"
19,0,0,0,0,8,9,141,5,146.050010346808,0.491786847123876,1.56489224452525,-3.95656069512523,-0.00354961419478059,0.0281190304062329,0,35,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,17,15,"control"
15,0,0,0,0,32,38,89,9,98.4308258397505,0.314724488882348,1.62131577800028,-2.12563145139502,-0.00349593924591318,0.0101372312381864,1,27,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18,15,"control"
19,0,0,0,0,2,16,144,5,146.050010346808,0.491786847123876,1.56489224452525,-3.95656069512523,-0.00354961419478059,0.0281190304062329,0,35,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,18,15,"control"
15,0,0,0,0,10,10,89,9,98.4308258397505,0.314724488882348,1.62131577800028,-2.12563145139502,-0.00349593924591318,0.0101372312381864,1,27,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19,15,"control"
19,0,0,0,0,38,3,144,5,146.050010346808,0.491786847123876,1.56489224452525,-3.95656069512523,-0.00354961419478059,0.0281190304062329,0,35,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,19,15,"control"
15,0,0,0,0,34,34,69,9,98.4308258397505,0.314724488882348,1.62131577800028,-2.12563145139502,-0.00349593924591318,0.0101372312381864,1,27,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,15,"control"
19,0,0,0,0,16,17,147,5,146.050010346808,0.491786847123876,1.56489224452525,-3.95656069512523,-0.00354961419478059,0.0281190304062329,0,35,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,20,15,"control"
