"Prediction","Actual","Difference","Seed"
0.078,-1.27879214398411,-1.27879214398411,12
0.156,1.60131810373633,2.88011024772043,12
0.234,-0.642760640632824,-2.24407874436915,12
0.312,-0.531092808862739,0.111667831770085,12
0.39,-1.44063921762788,-0.909546408765144,12
0.468,0.218467905050006,1.65910712267789,12
0.546,0.257014440810923,0.038546535760917,12
0.624,0.0482669012553286,-0.208747539555594,12
0.702,0.604436495903213,0.556169594647884,12
0.78,1.17223276473824,0.567796268835025,12
0.858,0.145297774920081,-1.02693498981816,12
0.936,-0.249713737533119,-0.3950115124532,12
1.014,0.299605252014339,0.549318989547458,12
1.092,1.10295259154924,0.8033473395349,12
1.17,1.03032575965977,-0.0726268318894741,12
1.248,0.603345357195772,-0.426980402463993,12
1.326,2.41548885881102,1.81214350161525,12
1.404,1.7160454450062,-0.699443413804829,12
1.482,1.9465856330583,0.230540188052104,12
1.56,1.2912151613818,-0.655370471676505,12
1.638,1.84294499305082,0.551729831669022,12
1.716,3.5553994151448,1.71245442209398,12
1.794,2.72137766379673,-0.834021751348066,12
1.872,1.5948263477278,-1.12655131606893,12
1.95,1.01046562952788,-0.58436071819992,12
2.028,1.78296854179324,0.772502912265359,12
2.106,1.92353957215443,0.140571030361192,12
2.184,2.3041607464469,0.380621174292465,12
2.262,2.39561102427625,0.0914502778293502,12
2.34,2.67179611043183,0.276185086155581,12
2.418,3.03563633850676,0.363840228074927,12
2.496,4.39481357793318,1.35917723942643,12
2.574,2.07820134600006,-2.31661223193312,12
2.652,1.67100098612279,-0.407200359877275,12
2.73,2.38868065054019,0.717679664417402,12
2.808,2.36341646247202,-0.0252641880681672,12
2.886,3.13781222115514,0.774395758683116,12
2.964,2.52457468856598,-0.61323753258916,12
3.042,3.77338372086129,1.24880903229531,12
3.12,2.19952091813098,-1.57386280273031,12
3.198,3.2942075511852,1.09468663305422,12
3.276,2.21664811542795,-1.07755943575725,12
3.354,3.88380257214418,1.66715445671623,12
3.432,1.96976864866425,-1.91403392347992,12
3.51,3.2272872494529,1.25751860078864,12
3.588,3.99989057103315,0.77260332158025,12
3.666,2.77062837179844,-1.22926219923471,12
3.744,3.91811403832414,1.1474856665257,12
3.822,4.49230385662988,0.574189818305739,12
3.9,3.44858217490476,-1.04372168172512,12
3.978,3.93888354648375,0.490301371578986,12
4.056,3.95274868375598,0.0138651372722278,12
4.134,4.5526364898165,0.599887806060523,12
4.212,6.06343484899507,1.51079835917856,12
4.29,3.32696434676802,-2.73647050222705,12
4.368,5.04123518984235,1.71427084307433,12
4.446,4.9401684653572,-0.101066724485152,12
4.524,3.31960040887469,-1.62056805648251,12
4.602,4.37286451510616,1.05326410623148,12
4.68,4.96793709217471,0.595072577068544,12
4.758,5.13055939008677,0.162622297912059,12
4.836,5.74728703764804,0.616727647561268,12
4.914,5.69822619086282,-0.0490608467852196,12
4.992,5.17264893940365,-0.525577251459167,12
5.07,5.83457546440625,0.661926525002601,12
5.148,5.92399849566645,0.0894230312602007,12
5.226,7.0167420553225,1.09274355965605,12
5.304,3.33441813456397,-3.68232392075854,12
5.382,6.27193461516226,2.9375164805983,12
5.46,6.50933442576528,0.237399810603014,12
5.538,5.05652286624312,-1.45281155952215,12
5.616,5.84539334218225,0.788870475939127,12
5.694,5.3004917813408,-0.544901560841447,12
5.772,5.60473901826452,0.304247236923719,12
5.85,5.75532628860508,0.150587270340556,12
5.928,5.34715067057667,-0.408175618028408,12
6.006,4.84120630940692,-0.505944361169752,12
6.084,5.73214785902707,0.890941549620151,12
6.162,6.63555501728562,0.903407158258553,12
6.24,6.07690962645141,-0.558645390834211,12
6.318,6.32190206663103,0.244992440179616,12
6.396,5.22845182759778,-1.09345023903325,12
6.474,6.2887860859593,1.06033425836152,12
6.552,7.6191165321948,1.3303304462355,12
6.63,6.60857511002872,-1.01054142216607,12
6.708,7.53015444560908,0.921579335580358,12
6.786,6.62404970950069,-0.906104736108392,12
6.864,7.8846029986744,1.26055328917371,12
6.942,6.44541304901678,-1.43918994965762,12
7.02,6.13714176866401,-0.308271280352773,12
7.098,7.44297731337691,1.30583554471291,12
7.176,6.27364493269177,-1.16933238068514,12
7.254,8.07652343624344,1.80287850355167,12
7.332,7.45045618568599,-0.626067250557448,12
7.41,8.35728541138894,0.906829225702952,12
7.488,7.17432610964758,-1.18295930174136,12
7.566,7.9804705434893,0.806144433841713,12
7.644,7.00734214992649,-0.973128393562808,12
7.722,7.50296794515914,0.495625795232651,12
7.8,6.87691123343148,-0.626056711727656,12
